country,year,cctyear,region,ifgt0,ifgt1,ieduchildout,ieducompleteprimary,igenpop,igenpopgrowth,igenpopdensity,igovedugdp,igovgini,igovconsumexp,igovgdpppp,igovgdppppcapita,ilabforce,ilabprimaryedu,imedmortinfant,imeddptimmuinfant,imedmeaimmuinfant,imedcalpday,imedundernourishment,imedlowweightnewborn,imedprenatalcare,imedlifeexpbirth,imeddrpk,imedskilledbirth,imedh2o,cctparticipants,cctsizelocal,eventualcct,yearfromcct,continent,countryyear,mocctparticipants,mocctsizelocal,fgt0ppp2,fgt1ppp2,fgt0ppp125,fgt1ppp125,fgt0rural,fgt1rural,fgt0urb,fgt1urb,igenpop_one,igovgdpppp_ones,govedugdp,govgini,educhildout,educompleteprimary,edupersist5th,edupersistprimary,eduprogresssecondary,edulit,edulityouth,eduenrollprimary,eduenrollprimarypcnet,eduenrollsecondarypcnet,eduenrollpreprimarypcgross,eduenrolltertiarypcgross,edudurationprimary,edudurationsecondary,eduintake1stgross,edurepeatprimary,edurepeatsecondary,edustartprimary,edustartsecondary,eduteacherratioprimary,eduteacherratiosecondary,eduteachersecondary,eduteachersprimary,eduteachtrainprimary,genpop,genpopgrowth,geninch10pc,geninch20pc,genincl10pc,genincl20pc,genpopadult,genpopdensity,genpoplcity,genpoplcitypcurb,genpopold,genpopruralgrowth,genpoprural,genpopruralpc,genpopurbgrowth,genpopurb,genpopurbagglomerate1mil,genpopurbagglomerate1milpc,genpopurbpc,genpopyouth,govconsumexp,govgdpppp,govgdppppcapita,goveduexp,govgnippp,govppplcux,govpppmktx,govpppprivlcux,govstuexpprimary,govstuexpsecondary,govstuexptertiary,labforce,labparticipation,labprimaryedu,labsecondaryedu,labtertiaryedu,labunemp,labunemplt,labunempprimaryedu,labunempsecondaryedu,labunemptertiaryedu,labunempyouth,medmortinfant,meddptimmuinfant,medmeaimmuinfant,meddrpk,medlifeexpbirth,medlowweightnewborn,medprenatalcare,medskilledbirth,medcalpday,medaritreatu5,medcontraprev,meddiatreatu5,medfertility,medfertilityteen,medh2o,medhiv,medhivkid,medmalfeveranddrugsu5,mednursepk,medtechpk,medteenmom,medtetnewborn,medtub,medtubtreat,medheight4ageu5,medmortneonatal,medmortu5,medtubdetect,medundernourishment,medweight4ageu5,program,ttype,ccountry,cyear
Honduras,2007,1998,Latin America,35.369999,18.200000,67515.0000,89.608959,7.158819,1.989966,63.98087,,57.7,1.77E+10,2.71E+04,3787.4382,2712911,,23,94,96,230,12.28571,,,71.9589,,,85.33334,,,1,9,Central America,Honduras2007,,,35.37,18.2,23.25,11.86,66.4,,55.4,,7158819,2.71E+10,,57.7,67515,,77.8252,76.19142,,83.589,93.92431,93.5847,93.1681,,38.221,,6,5,,6.76131,5.45807,6,12,,,,,,7158819,1.989966,43.87,60.73,0.53,1.97,57.21144,63.98087,948043,27.92705,4.20843,1.118914,3764107,52.58,2.964757,3394712,948043,13.24301,47.42,38.58012,1.77E+10,2.71E+10,3787.438,,2.62E+10,8.614397,0.4559064,10.27459,,,,2712911,61.7,,,,2.9,,,,,,23,94,96,,71.9589,,,,230,,,,3.339,93.1,,0.8,,,,,,94,73,85,,13,27.4,53,,,Programa de Asignaci—n Familiar (PRAF II),3,HND,YR2007
Honduras,2008,1998,Latin America,,,31187.0000,90.180382,7.302742,1.990487,65.26716,,,1.90E+10,2.89E+04,3954.1987,2809019,,22,93,95,,12,,,72.24097,,,86,,,1,10,Central America,Honduras2008,,,,,,,64.1,,55,,7302742,2.89E+10,,,31187,90.18038,73.95111,,89.81577,,,97.18681,96.5443,,40.53709,18.82065,6,5,124.16,5.29591,,6,12,33.34365,,,38283,36.43654,7302742,1.990487,,,,,57.80174,65.26716,973401,27.83887,4.239012,1.11178,3806189,52.12,2.955867,3496553,973401,13.32925,47.88,37.95924,1.90E+10,2.89E+10,3954.199,,2.78E+10,9.08756,0.4807277,11.02334,,,,2809019,62,,,,,,,,,,22,93,95,,72.24097,,,,,,,,3.269,91.653,86,0.8,,,,,,94,64,85,,13,26.1,60,12,,Programa de Asignaci—n Familiar (PRAF II),3,HND,YR2008
Honduras,2009,1998,Latin America,,,27319.0000,93.428093,7.449923,1.99538,66.58257,,,1.85E+10,2.88E+04,3862.6682,2795831,,21.2,98,99,,,,,72.532,,,,,,1,11,Central America,Honduras2009,,,,,,,64.4,,52.8,,7449923,2.88E+10,,,27319,93.42809,82.53784,,,,,,96.56136,,,,6,5,119.8872,2.47772,,6,12,33.87645,,,37370,,7449923,1.99538,,,,,58.37981,66.58257,1000075,27.76989,4.271817,1.108884,3848630,51.66,2.95153,3601293,1000075,13.42396,48.34,37.34838,1.85E+10,2.88E+10,3862.668,,2.77E+10,9.307961,0.4926018,11.67023,,,,2795831,59.9,,,,,,,,,,21.2,98,99,,72.532,,,,,,,,3.202,90.206,,0.8,,,,,,,58,86,,12,25.1,68,,,Programa de Asignaci—n Familiar (PRAF II),3,HND,YR2009
Honduras,2010,1998,Latin America,,,31226.0000,98.528839,7.600524,2.001349,67.92854,,,1.93E+10,2.98E+04,3922.6577,,,20.3,98,99,,,,,,,,,,,1,12,Central America,Honduras2010,,,,,,,65.4,,54.3,,7600524,2.98E+10,,,31226,98.52884,,,,,,,96.14834,,43.82219,,6,5,122.7665,0.78257,,6,12,,,,,,7600524,2.001349,,,,,58.93156,67.92854,1027976,27.7153,4.309268,1.106924,3891468,51.2,2.948443,3709056,1027976,13.52507,48.8,36.75917,1.93E+10,2.98E+10,3922.658,,2.87E+10,9.760116,0.5165421,12.02164,,,,,,,,,,,,,,,20.3,98,99,,,,,,,,,,,,,,,,,,,,51,,,12,24,74,,,Programa de Asignaci—n Familiar (PRAF II),3,HND,YR2010
Honduras,2011,1998,Latin America,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,Central America,Honduras2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Programa de Asignaci—n Familiar (PRAF II),3,HND,YR2011
Jamaica,1980,2001,Caribbean,,,12118.0000,83.649132,2.133,1.36223,196.9529,,,1.79E+09,5.88E+03,2757.6572,948130.1,,37.6,24,,,,,,70.48553,,,,,,1,-21,North America,Jamaica1980,,,,,,,,,,,2133000,5.88E+09,,,12118,83.64913,,,,,,96.5845,95.33476,,76.47939,,6,7,97.07646,3.79423,2.18677,6,12,37.17471,21.86133,,,,2133000,1.36223,,,,,53.04086,196.9529,516409,51.73174,6.704496,0.3523096,1134756,53.2,2.522785,998244,,,46.8,40.25464,1.79E+09,5.88E+09,2757.657,,5.38E+09,0.8114643,0.4555154,1.702247,,,,948130.1,74.4,,,,27.3,,,,,,37.6,24,,,70.48553,,,,,,,,3.733,,,,,,,,,,,,,,47.3,,,,,0,JAM,YR1980
Jamaica,1981,2001,Caribbean,,,8309.0000,85.568207,2.1623,1.364303,199.6584,6.365612,,2.07E+09,5.84E+03,2700.2695,978982.3,,37,39,,,,,,70.68834,0.3589,,,,,1,-20,North America,Jamaica1981,,,,,,,,,,,2162300,5.84E+09,6.365612,,8309,85.56821,,,,,,97.61585,96.22048,,69.93271,6.74465,6,,,3.88998,2.24325,6,,,,,8676,,2162300,1.364303,,,,,53.72836,199.6584,520639,51.09936,6.799778,0.760983,1143424,52.88,2.045737,1018876,,,47.12,39.47187,2.07E+09,5.84E+09,2700.27,13.08345,5.49E+09,0.9089037,0.510213,1.739654,,,,978982.3,74.8,,,,25,,,,,45.16334,37,39,,0.3589,70.68834,,,,,,,,3.643,,,,,,,,,,,,,,46.4,,,,,0,JAM,YR1981
Jamaica,1982,2001,Caribbean,,,6535.5000,86.854604,2.2001,1.733034,203.1487,6.161576,,2.28E+09,6.32E+03,2873.8315,1014785,,36.3,34,12,,,10,,70.854,0.4023,,,,,1,-19,North America,Jamaica1982,,,,,,,,,,,2200100,6.32E+09,,,,,,,,,,,,,73.02786,,6,,,,,6,,,,,,,2200100,1.733034,,,,,54.32396,203.1487,525064,50.30662,6.849099,1.126052,1156373,52.56,2.409856,1043727,,,47.44,38.82694,2.28E+09,6.32E+09,2873.832,,5.96E+09,0.9279397,0.5208989,1.745959,,,,1014785,75.4,,,,26.7,,,,,48.6834,36.3,34,12,,70.854,10,,,,,,,3.559,,,,,,,,,,,,,,45.4,,,,,0,JAM,YR1982
Jamaica,1983,2001,Caribbean,,,4762.0000,88.141001,2.2408,1.833013,206.9067,5.957540,,2.41E+09,6.70E+03,2989.2422,1035756,,35.7,51,15,,,10.6,,70.97341,0.4457,,,,,1,-18,North America,Jamaica1983,,,,,,,,,,,2240800,6.70E+09,,,4762,,,,,,,98.59293,97.26686,,77.29542,,6,,,,2.36256,6,,,,,10699,,2240800,1.833013,,,,,54.84134,206.9067,531867,49.69762,6.871099,1.222324,1170594,52.24,2.505285,1070206,,,47.76,38.28757,2.41E+09,6.70E+09,2989.242,,6.15E+09,1.044027,0.540326,1.887542,,,,1035756,74.9,,,,26.4,,,,,,35.7,51,15,,70.97341,,,,,,51.4,,3.477,,,,,,,,,,,,,,44.6,,,,,0,JAM,YR1983
Jamaica,1984,2001,Caribbean,,,4604.0000,89.427399,2.2799,1.729864,210.5171,5.753504,,2.69E+09,6.84E+03,3001.303,1055084,,35,58,60,,,11.2,,71.04256,0.4891,,,,,1,-17,North America,Jamaica1984,,,,,,,,,,,2279900,6.84E+09,,,4604,89.4274,,,,,,98.6246,97.19481,,74.40627,,6,,,4.77976,2.26478,6,,,,10738,9610,,2279900,1.729864,,,,,55.3088,210.5171,538768,49.14978,6.89234,1.115422,1183724,51.92,2.397646,1096176,,,48.08,37.79886,2.69E+09,6.84E+09,3001.303,,6.04E+09,1.367668,0.3468769,2.312711,,,,1055084,74.4,,,,25.6,,,,,,35,58,60,0.4891,71.04256,,,,,,,,3.394,,,,,,,,,,,,,,43.6,,,,,0,JAM,YR1984
Jamaica,1985,2001,Caribbean,,,4380.0000,86.198853,2.3111,1.359202,213.398,5.549469,,2.94E+09,6.84E+03,2961.3899,1071956,,34.3,60,64,,,11.8,,71.05936,0.5025833,,,,,1,-16,North America,Jamaica1985,,,,,,,,,,,2311100,6.84E+09,5.549469,,4380,86.19885,,,,,,98.67992,97.42313,60.05022,72.85654,,6,7,100.3467,4.5599,1.80775,6,12,35.73536,22.14117,11001,9730,,2311100,1.359202,,,,,55.74914,213.398,545739,48.78888,6.930515,0.740962,1192528,51.6,2.022554,1118572,,,48.4,37.32035,2.94E+09,6.84E+09,2961.39,16.11978,5.97E+09,1.705755,0.30687,2.806513,,,,1071956,74,,,,25,,1.8,5.1,1,,34.3,60,64,,71.05936,,,,,,,,3.308,,,,,,,,,,,,,,42.6,,,,,0,JAM,YR1985
Jamaica,1986,2001,Caribbean,,,3981.0000,86.914207,2.3358,1.063084,215.6787,5.513844,,3.13E+09,7.13E+03,3051.9849,1085799,,33.6,74,36,,,12.4,,71.02631,0.5160667,,,,,1,-15,North America,Jamaica1986,,,,,,,,,,,2335800,7.13E+09,,,3981,86.91421,,,,,,98.79233,96.54084,,75.25547,,6,,,3.46999,1.43479,6,,,,,9648,,2335800,1.063084,,,,,56.1675,215.6787,552810,48.6972,6.99163,0.6747343,1200601,51.4,1.475456,1135199,,,48.6,36.84087,3.13E+09,7.13E+09,3051.985,,6.42E+09,2.116612,0.386396,3.171498,,,,1085799,73.6,,,,23.7,,2,4.3,1.1,,33.6,74,36,,71.02631,,,,,,,,3.224,,,,,,,,,,,,,,41.7,,,,,0,JAM,YR1986
Jamaica,1987,2001,Caribbean,,,8070.0000,89.13855,2.3506,0.631617,217.0452,5.478220,,3.61E+09,7.91E+03,3366.6855,1096295,,32.9,81,62,,,13,,70.95644,0.52955,,,,,1,-14,North America,Jamaica1987,,,,,,,,,,,2350600,7.91E+09,,,8070,89.13855,,,,,,97.54304,97.54304,,73.1194,4.88782,6,,,3.9014,,6,,,,10985,9920,,2350600,0.631617,,,,,56.5592,217.0452,559972,48.81663,7.068249,0.2417529,1203507,51.2,1.042295,1147093,,,48.8,36.37255,3.61E+09,7.91E+09,3366.686,,7.08E+09,2.278914,0.4153549,3.260508,,,,1096295,73.3,,,,21,,3,4.6,0.8,,32.9,81,62,,70.95644,13,,,,,,,3.143,,,,,,,,,,,,,,40.7,,,,,0,JAM,YR1987
Jamaica,1988,2001,Caribbean,13.400000,3.820000,20062.0000,91.106041,2.3564,0.2464416,217.5808,5.442595,43.16,4.10E+09,8.52E+03,3613.4714,1102211,,32.4,82,68,,,8,,70.86281,0.5430333,,,,,1,-13,North America,Jamaica1988,,,13.4,3.82,3.97,1.12,,,,,2356400,8.52E+09,,43.16,20062,91.10604,,,,,,93.88734,93.88734,,80.43068,,6,,,3.32997,,6,,,,9037,9888,,2356400,0.2464416,33.66,49.12,2.14,5.41,56.92671,217.5808,567238,49.127,7.148899,-0.1449483,1201764,51,0.6554401,1154636,,,49,35.92439,4.10E+09,8.52E+09,3613.471,,7.75E+09,2.467716,0.4496112,3.393979,,,,1102211,73,,,,18.9,,3.4,0.3,1.5,,32.4,82,68,,70.86281,8,,,,,,,3.07,,,,,,,,,,,,,,39.9,,,,,0,JAM,YR1988
Jamaica,1989,2001,Caribbean,10.835000,2.565000,8270.0000,94.077911,2.3749,0.78203,219.289,5.406970,42.68,4.73E+09,9.47E+03,3987.157,1114898,,31.7,85,71,,,4.7,98,70.75551,0.5565166,79,,,,1,-12,North America,Jamaica1989,,,,,,,,,,,2374900,9.47E+09,,,8270,94.07791,,,,,,97.48352,97.48352,,78.93245,4.98038,6,,,3.20967,,6,,,,9061,10251,,2374900,0.78203,,,,,57.26904,219.289,574577,49.17426,7.215899,0.3891023,1206449,50.8,1.189363,1168451,,,49.2,35.51506,4.73E+09,9.47E+09,3987.157,,8.71E+09,2.672355,0.4651908,3.701643,,,,1114898,72.8,,,,16.8,,6,0.3,1.1,,31.7,85,71,,70.75551,4.7,98,79,,,54.6,,3.005,,,,,,,,,,,,12.4,,39,,,6.3,,0,JAM,YR1989
Jamaica,1990,2001,Caribbean,8.270001,1.310000,7931.0000,95.37825,2.39,0.6338034,220.6833,5.371346,42.2,5.00E+09,1.02E+04,4284.9624,1123555,,31,86,74,,,6.025,98,70.64564,0.57,80.57143,93,,,1,-11,North America,Jamaica1990,,,8.27,1.31,0.18,0.01,,,,,2390000,1.02E+10,,42.2,7931,95.37825,93.22907,,96.80167,,,97.59197,97.59197,,78.07808,,6,7,99.19112,3.60094,1.72547,6,12,30.90456,22.10963,,,,2390000,0.6338034,32.87,48.77,2.51,5.93,57.58484,220.6833,582022,49.29633,7.257489,0.2393256,1209340,50.6,1.039484,1180660,,,49.4,35.15767,5.00E+09,1.02E+10,4284.962,,9.27E+09,3.221399,0.4484114,4.283318,,,,1123555,72.5,,,,15.7,,3.5,4.3,0.5,31.7587,31,86,74,0.57,70.64564,,98,,,,,,2.948,,93,2.1,,,,,,,6.5,,,13,38,79,,,,0,JAM,YR1990
Jamaica,1991,2001,Caribbean,10.303334,2.170000,9512.0000,94.09861,2.406042,0.6689702,222.1645,5.335721,40.02333,5.28E+09,1.11E+04,4613.9736,1137933,,30.3,85,77,,,7.35,98.14286,70.5388,0.5373333,82.14286,93,,,1,-10,North America,Jamaica1991,,,,,,,63.9,,16.1,,2406042,1.11E+10,,,9512,94.09861,97.19164,,95.76624,,,97.11819,97.11819,,75.87058,6.58061,6,7,94.12397,4.02651,1.55696,6,12,33.95,22.4536,,,,2406042,0.6689702,,,,,57.87488,222.1645,587603,49.19818,7.269511,0.1935336,1211683,50.36,1.153624,1194359,,,49.64,34.85561,5.28E+09,1.11E+10,4613.974,,9.97E+09,4.481438,0.3698814,6.207951,,,,1137933,72.6,,,,15.7,,3.4,4.6,1.6,30.13029,30.3,85,77,,70.5388,,,,,,,,2.899,,,2.2,,,,,,,6.5,,9.1,13,37.1,78,,4,,0,JAM,YR1991
Jamaica,1992,2001,Caribbean,12.336667,3.030000,12976.0000,92.991482,2.423044,0.704137,223.7344,5.300097,37.84666,5.04E+09,1.16E+04,4769.5845,1153660,,29.8,84,63,190,11,8.675,98.28571,70.44158,0.5046667,83.71429,93,,,1,-9,North America,Jamaica1992,,,,,,,42.2,,22.8,,2423044,1.16E+10,,,,,,,,,,,,,,6.55396,6,,,,,6,,,,,,,2423044,0.704137,,,,,58.14224,223.7344,586766,48.54866,7.258909,0.2264292,1214430,50.12,1.186453,1208614,,,49.88,34.59885,5.04E+09,1.16E+10,4769.584,,1.06E+10,7.023955,0.3059167,10.68292,,,,1153660,72.8,,,,15.4,25.5,3.8,4.4,3.1,28.27261,29.8,84,63,,70.44158,,,,190,,,,2.855,,,2.2,,,,,,,6.5,,14.7,13,36.4,71,11,7,,0,JAM,YR1992
Jamaica,1993,2001,Caribbean,14.370000,3.890000,16440.0000,91.884354,2.441024,0.7393038,225.3946,5.264472,35.67,6.48E+09,1.29E+04,5293.8735,1167852,,29.2,91,80,186,10,10,98.42857,70.3591,0.472,85.28571,93,,,1,-8,North America,Jamaica1993,,,14.37,3.89,3.82,1.06,,,,,2441024,1.29E+10,,35.67,16440,91.88435,,,,,,95.0364,95.0364,,,,6,7,90.73816,3.47189,,6,12,,21.50499,10931,8315,,2441024,0.7393038,27.41,42.83,2.72,6.8,58.38998,225.3946,585933,47.89221,7.237888,0.259303,1217583,49.88,1.219305,1223441,,,50.12,34.37213,6.48E+09,1.29E+10,5293.874,,1.24E+10,9.443143,0.3785047,12.66676,,,,1167852,72.9,,,,16.3,29.7,3.6,5,2.5,29.4995,29.2,91,80,0.472,70.3591,10,,,,,62,,2.815,,,2.2,,,,,,,6.5,,13.5,13,35.6,73,,8.9,,0,JAM,YR1993
Jamaica,1994,2001,Caribbean,12.453333,3.273333,18727.3300,91.320433,2.460002,0.7744706,227.147,5.228848,37.27,6.67E+09,1.34E+04,5434.1348,1180837,,28.6,93,82,182,9,10.5,98.57143,70.29839,0.521,86.85714,93,,,1,-7,North America,Jamaica1994,,,,,,,,,,,2460002,1.34E+10,,,,,,,,,,,,,,,6,,,,,6,,,,,,,2460002,0.7744706,,,,,58.62214,227.147,585099,47.22894,7.223476,0.2921546,1221145,49.64,1.252179,1238857,,,50.36,34.15439,6.67E+09,1.34E+10,5434.135,,1.27E+10,12.22194,0.3694,16.6734,,,,1180837,72.9,,,,15.4,29.9,2.3,4.8,3.7,27.30591,28.6,93,82,,70.29839,,,,,,,,2.778,,,2.2,,,,,,,6.5,,11.9,13,34.7,68,,4.5,,0,JAM,YR1994
Jamaica,1995,2001,Caribbean,10.536667,2.656667,21014.6700,90.756513,2.48,0.8096374,228.9935,5.193223,38.87,7.38E+09,1.40E+04,5645.3359,1181385,,27.9,90,90,178,8,11,98.71429,70.26347,0.57,88.42857,93,,,1,-6,North America,Jamaica1995,,,,,,,,,,,2480000,1.40E+10,,,,,,,,,,,,,77.64658,,6,,,,,6,,33.0198,,,,,2480000,0.8096374,,,,,58.84272,228.9935,584267,46.55959,7.227294,0.3249839,1225120,49.4,1.285074,1254880,,,50.6,33.92999,7.38E+09,1.40E+10,5645.336,,1.34E+10,14.59224,0.4152352,19.44729,,,,1181385,72.1,,,,16.2,25,2.5,4.8,2.1,34.13681,27.9,90,90,0.57,70.26347,11,,,,,,,2.744,,93,2.2,,,,,,,6.5,67,9.5,12,33.8,68,,4,,0,JAM,YR1995
Jamaica,1996,2001,Caribbean,8.620000,2.040000,23302.0000,90.192593,2.509924,1.199368,231.7565,5.157598,40.47,7.00E+09,1.42E+04,5670.3472,1183283,,27.4,92,96,174,7,10,98.85714,70.25527,1.401,90,93,,,1,-5,North America,Jamaica1996,,,8.62,2.04,1.74,0.48,,,,,2509924,1.42E+10,,40.47,,,,,,,,,,,,,6,,,,,6,,,,,,,2509924,1.199368,32.4,47.26,2.53,6.36,59.05413,231.7565,583434,45.72205,7.252745,0.7123545,1233878,49.16,1.672555,1276045,,,50.84,33.69313,7.00E+09,1.42E+10,5670.347,,1.40E+10,17.02419,0.4586312,23.88262,,,,1183283,71.1,,,,16,25.3,,,,34.41689,27.4,92,96,1.401,70.25527,10,,90,,,,,2.712,,,2.1,,,,,,,6.5,72,11.1,12,33.2,74,,5.6,,0,JAM,YR1996
Jamaica,1997,2001,Caribbean,7.813333,1.850000,25589.3300,89.628673,2.534069,0.9573938,233.986,5.121974,41.72,7.04E+09,1.43E+04,5659.3018,1178885,,26.9,90,88,170,6,9.8,99,70.27129,1.401,94.6,93,,,1,-4,North America,Jamaica1997,,,,,,,,,,,2534069,1.43E+10,,,,,,,,,,,,,,,6,,,,,6,,,,,,,2534069,0.9573938,,,,,59.25909,233.986,582606,45.00965,7.295194,0.4679964,1239666,48.92,1.428352,1294402,,,51.08,33.44572,7.04E+09,1.43E+10,5659.302,,1.41E+10,18.4478,0.5210586,25.59086,,,,1178885,69.9,,,,16.5,24,,,,33.44804,26.9,90,88,1.401,70.27129,,99,94.6,170,,65.9,,2.683,93.45,,2.1,,,,,,,6.5,79,8.6,12,32.5,72,6,3.5,,0,JAM,YR1997
Jamaica,1998,2001,Caribbean,7.006667,1.660000,27876.6700,89.064753,2.55678,0.892249,236.0831,5.086349,42.97,8.18E+09,1.42E+04,5550.3164,1176962,,26.3,86,88,170,5.75,9.6,93.8,70.31095,1.309167,95.03333,93,,,1,-3,North America,Jamaica1998,,,,,,,19.5,,5.5,,2556780,1.42E+10,,,,,,,,,,,,,,,6,5,,,,6,12,,,,,,2556780,0.892249,,,,,59.46235,236.0831,581777,44.33804,7.348934,0.4004449,1244641,48.68,1.361,1312140,,,51.32,33.18871,8.18E+09,1.42E+10,5550.316,,1.37E+10,22.51618,0.6160377,27.3749,,,,1176962,68.9,,,,15.5,25.4,,,,33.33334,26.3,86,88,,70.31095,,93.8,,,,,,2.655,91.8498,,2,,,,,,,6.5,89,8.3,12,31.7,73,,3.4,,0,JAM,YR1998
Jamaica,1999,2001,Caribbean,6.200000,1.470000,30164.0000,88.500833,2.574289,0.6824846,237.6998,5.050725,44.22,8.64E+09,1.46E+04,5651.9561,1181068,,25.7,89,82,170,5.5,9.4,98.4,70.37627,1.217333,95.46667,93,,,1,-2,North America,Jamaica1999,,,6.2,1.47,1.26,0.34,22,,11.1,,2574289,1.46E+10,,44.22,30164,,,,,79.92012,91.60341,89.95848,89.65396,82.65464,79.33772,,6,5,,,,6,12,,,,,,2574289,0.6824846,35.26,50.34,2.27,5.54,59.66983,237.6998,580949,43.76911,7.405308,0.1882497,1246986,48.44,1.149048,1327304,,,51.56,32.92486,8.64E+09,1.46E+10,5651.956,,1.40E+10,23.69756,0.6069449,28.38382,,,,1181068,68.4,,,,15.7,26.6,,,,33.99779,25.7,89,82,,70.37627,,98.4,,,,,,2.629,90.2496,,2,,,,,,,6.5,74,6.3,11,30.9,69,,2.3,,0,JAM,YR1999
Jamaica,2000,2001,Caribbean,7.046667,1.503333,20837.0000,87.936913,2.589389,0.5848246,239.0941,5.015100,45.59333,9.61E+09,1.50E+04,5791.0127,1182300,,25.2,93,88,170,5.25,9.2,66.6,70.47229,1.1255,95.9,93,,,1,-1,North America,Jamaica2000,,,,,,,25.1,,12.6,,2589389,1.50E+10,5.0151,,20837,87.93691,87.11514,,92.18351,,,93.16345,92.53156,77.60167,83.43978,15.3679,6,5,96.78272,5.06904,1.60048,6,12,33.63315,18.92175,12090,9718,,2589389,0.5848246,,,,,59.88636,239.0941,580122,43.25062,7.457949,0.0881349,1248085,48.2,1.049222,1341303,,,51.8,32.65569,9.61E+09,1.50E+10,5791.013,10.79836,1.44E+10,25.65341,0.6007683,29.70016,,,,1182300,67.8,,,,15.5,29.2,,,,32.09126,25.2,93,88,,70.47229,,66.6,95.9,,39,,21.1,2.603,88.6494,93,1.9,,,,,,,6.5,45,6.6,11,30.3,75,,3.8,,0,JAM,YR2000
Jamaica,2001,2001,Caribbean,7.893333,1.536667,23679.0000,82.024139,2.604789,0.592976,240.516,5.414760,46.96667,1.00E+10,1.55E+04,5966.4692,1183663,,24.7,98,85,170,5,9,70.1,70.60561,1.033667,98.5,93,,,1,0,North America,Jamaica2001,,,,,,,24.1,,9.9,,2604789,1.55E+10,5.41476,,23679,82.02414,88.88359,85.84942,90.51495,,,92.80783,91.90791,76.71168,77.64831,17.91957,6,5,95.97251,4.96749,2.2275,6,12,33.63325,,,9767,79.50241,2604789,0.592976,,,,,60.11539,240.516,579297,42.7851,7.506374,0.218833,1250820,48.02,0.939864,1353969,,,51.98,32.37824,1.00E+10,1.55E+10,5966.469,11.05244,1.48E+10,26.94555,0.5858238,30.90301,13.35078,20.99931,70.36765,1183663,67.2,,,,15,31.7,,,,32.98039,24.7,98,85,,70.60561,9,70.1,98.5,,,,,2.578,87.0492,,1.9,,,,,,,6.5,,6.4,11,29.6,71,5,4.1,Programme of Advancement through Health and Education (PATH),3,JAM,YR2001
Jamaica,2002,2001,Caribbean,8.740000,1.570000,26363.0000,87.990891,2.617495,0.4866311,241.6893,5.428520,48.34,1.07E+10,1.60E+04,6092.5176,1180316,,24.2,97,86,170,5,9.5,98.1,70.77625,0.9418334,96.9,93,,,1,1,North America,Jamaica2002,,,8.74,1.57,0.36,0.02,25.1,,10.6,,2617495,1.60E+10,5.42852,48.34,26363,87.99089,,,94.01717,,,91.45473,91.56347,77.68962,81.0564,19.07375,6,5,93.25798,3.46644,1.4162,6,12,33.79055,19.34717,11801,9759,,2617495,0.4866311,38.18,54.03,2.02,4.82,60.35907,241.6893,578473,42.37011,7.552576,0.1110831,1252210,47.84,0.83232,1365286,,,52.16,32.08836,1.07E+10,1.60E+10,6092.518,12.2592,1.50E+10,29.37935,0.6068107,32.57354,13.45292,20.95981,59.67162,1180316,66.4,,,,14.3,,9.7,2.6,7.1,30.75472,24.2,97,86,,70.77625,,98.1,96.9,170,,,,2.552,85.449,93,1.9,,,,,,,6.5,49,6.6,11,28.9,62,,2.6,Programme of Advancement through Health and Education (PATH),3,JAM,YR2002
Jamaica,2003,2001,Caribbean,7.295000,1.245000,32120.0000,88.028412,2.6257,0.3129688,242.4469,4.275370,46.925,1.16E+10,1.71E+04,6516.626,1178571,,23.6,95,78,170,5,10,95.56667,70.98219,0.85,97.4,93,,,1,2,North America,Jamaica2003,,,,,,,,,,,2625700,1.71E+10,4.27537,,32120,,,,,,,89.61538,89.89011,78.17184,78.37291,19.2659,6,5,89.73024,,0.92663,6,12,29.65919,20.30057,11315,10968,,2625700,0.3129688,,,,,60.61965,242.4469,577812,42.04436,7.596091,-0.063995,1251409,47.66,0.6574667,1374291,,,52.34,31.78426,1.16E+10,1.71E+10,6516.626,9.53555,1.61E+10,31.71718,0.5493019,35.13813,12.53251,20.10834,36.16849,1178571,65.8,,,,11.7,,9.9,4.4,7.9,21.25206,23.6,95,78,0.85,70.98219,10,,97.4,,,69,,2.526,83.8216,,1.8,,,1.65,,,,6.5,53,,11,28.2,69,,,Programme of Advancement through Health and Education (PATH),3,JAM,YR2003
